trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,treatments
25,30214735,Human PM,Not Disease,Missing Gene,NRAS (Q61H),,,,,Not Discussed,[]
25,30222690,Human PM,More Specific,Missing Gene,NRAS (Q61H),,,,,Not Discussed,['vemurafenib']
25,30224050,Not PM,,,,,,,,,[]
25,30273197,Human PM,More Specific,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,30384563,Human PM,Exact,Exact,NRAS (Q61H),,,,,Excludes,[]
25,30401679,Human PM,Exact,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,30405888,Human PM,Exact,Exact,NRAS (Q61H),,,,,Not Discussed,['mek inhibitor']
25,30429036,Not PM,,,,,,,,,[]
25,30489482,Human PM,Exact,Exact,NRAS (Q61H),,,,,Excludes,[]
25,3368976,Human PM,Not Disease,Missing Gene,NRAS (Q61H),,,,,Excludes,[]
25,7576742,Human PM,More Specific,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,7860615,Human PM,Exact,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,7919962,Human PM,More Specific,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,8453633,Human PM,Not Disease,Missing Gene,NRAS (Q61H),,,,,Excludes,[]
25,8780392,Human PM,Exact,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,8824554,Animal PM,Exact,Exact,NRAS (Q61H),,,,,Not Discussed,[]
25,9578425,Human PM,Exact,Exact,NRAS (Q61H),,,,,Not Discussed,['interleukin-2']
25,9743298,Human PM,Not Disease,Missing Gene,NRAS (Q61H),,,,,Excludes,[]
26,10073151,Not PM,,,,,,,,,[]
26,10700870,Not PM,,,,,,,,,[]
26,10706127,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,['MYC']
26,11070152,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,['trypsin']
26,11188930,Not PM,,,,,,,,,[]
26,11389083,Human PM,Not Disease,Different Variant,FGFR1 amplification,,,,,Not Discussed,[]
26,11451924,Not PM,,,,,,,,,[]
26,11551944,Not PM,,,,,,,,,[]
26,11689295,Not PM,,,,,,,,,[]
26,11699727,Not PM,,,,,,,,,[]
26,11866896,Not PM,,,,,,,,,[]
26,12034712,Not PM,,,,,,,,,[]
26,12506758,Not PM,,,,,,,,,[]
26,12620973,Not PM,,,,,,,,,[]
26,12632503,Not PM,,,,,,,,,[]
26,12665559,Not PM,,,,,,,,,[]
26,12738306,Not PM,,,,,,,,,[]
26,12753705,Not PM,,,,,,,,,[]
26,12844284,Not PM,,,,,,,,,[]
26,12883704,Not PM,,,,,,,,,[]
26,1374598,Not PM,,,,,,,,,[]
26,14528320,Not PM,,,,,,,,,[]
26,14575079,Not PM,,,,,,,,,[]
26,14612504,Not PM,,,,,,,,,[]
26,14725737,Not PM,,,,,,,,,[]
26,15104221,Not PM,,,,,,,,,[]
26,15329912,Not PM,,,,,,,,,[]
26,15355908,Not PM,,,,,,,,,[]
26,15566656,Not PM,,,,,,,,,[]
26,15583796,Not PM,,,,,,,,,[]
26,15674328,Not PM,,,,,,,,,[]
26,16033830,Not PM,,,,,,,,,[]
26,16153533,Not PM,,,,,,,,,[]
26,16329133,Not PM,,,,,,,,,[]
26,16418210,Not PM,,,,,,,,,[]
26,16454808,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,16540513,Not PM,,,,,,,,,[]
26,16641908,Not PM,,,,,,,,,[]
26,16683571,Not PM,,,,,,,,,[]
26,16807070,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['MYC', 'tma']"
26,16969493,Not PM,,,,,,,,,[]
26,17024483,Not PM,,,,,,,,,[]
26,1716216,Not PM,,,,,,,,,[]
26,17209433,Not PM,,,,,,,,,[]
26,17273733,Human PM,Not Disease,Different Variant,FGFR1 amplification,,,,,Not Discussed,[]
26,17290396,Not PM,,,,,,,,,[]
26,17390048,Not PM,,,,,,,,,[]
26,17397528,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,['oestrogen']
26,17404079,Not PM,,,,,,,,,[]
26,17531295,Not PM,,,,,,,,,[]
26,17658213,Not PM,,,,,,,,,[]
26,17681398,Not PM,,,,,,,,,[]
26,17696196,Not PM,,,,,,,,,[]
26,17724707,Not PM,,,,,,,,,[]
26,17909625,Not PM,,,,,,,,,[]
26,17949785,Not PM,,,,,,,,,[]
26,18043979,Not PM,,,,,,,,,[]
26,18182221,Not PM,,,,,,,,,[]
26,18199534,Not PM,,,,,,,,,[]
26,18288793,Not PM,,,,,,,,,[]
26,18350512,Not PM,,,,,,,,,[]
26,18370034,Not PM,,,,,,,,,[]
26,18649359,Not PM,,,,,,,,,[]
26,18665077,Not PM,,,,,,,,,[]
26,18829480,Not PM,,,,,,,,,[]
26,19934774,Not PM,,,,,,,,,[]
26,19956840,Not PM,,,,,,,,,[]
26,20002770,Not PM,,,,,,,,,[]
26,20043047,Not PM,,,,,,,,,[]
26,20107422,Not PM,,,,,,,,,[]
26,20179196,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['4-hydroxytamoxifen', 'endocrine therapy', 'hydroxytamoxifen', 'progesterone']"
26,20208477,Not PM,,,,,,,,,[]
26,20335369,Not PM,,,,,,,,,[]
26,20428814,Not PM,,,,,,,,,[]
26,20473280,Not PM,,,,,,,,,[]
26,20526284,Not PM,,,,,,,,,[]
26,20590547,Not PM,,,,,,,,,[]
26,20615970,Not PM,,,,,,,,,[]
26,20668658,Not PM,,,,,,,,,[]
26,20717167,Not PM,,,,,,,,,[]
26,20836672,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['Cediranib', 'brivanib', 'cediranib', 'mk-2461', 'ras', 'therapeutics', 'tyrosine']"
26,20953721,Not PM,,,,,,,,,[]
26,21160076,Human PM,More Specific,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,21160078,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['high-resolution', 'mediated', 'pd173074']"
26,21334718,Not PM,,,,,,,,,[]
26,21498916,Not PM,,,,,,,,,[]
26,21664240,Not PM,,,,,,,,,[]
26,21666749,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,21792012,Not PM,,,,,,,,,[]
26,21994076,Not PM,,,,,,,,,[]
26,22028422,Not PM,,,,,,,,,[]
26,22054890,Not PM,,,,,,,,,[]
26,22088514,Not PM,,,,,,,,,[]
26,22179561,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['bFGF', 'basic fibroblast growth factor']"
26,22266863,Not PM,,,,,,,,,[]
26,22267755,Not PM,,,,,,,,,[]
26,22286583,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['crizotinib', 'erlotinib', 'gefitinib']"
26,22407829,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['bevacizumab', 'egfr tyrosine kinase inhibitors']"
26,22450065,Not PM,,,,,,,,,[]
26,22499828,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['biotin', 'formalin']"
26,22550239,Not PM,,,,,,,,,[]
26,22578469,Not PM,,,,,,,,,[]
26,22614957,Not PM,,,,,,,,,[]
26,22648708,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['adc']
26,22684217,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,22863309,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,['MYC']
26,22873530,Not PM,,,,,,,,,[]
26,22946753,Not PM,,,,,,,,,[]
26,22968733,Not PM,,,,,,,,,[]
26,22972589,Not PM,,,,,,,,,[]
26,23020132,Not PM,,,,,,,,,[]
26,23033287,Not PM,,,,,,,,,[]
26,23082000,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['azd4547', 'stasis', 'tma']"
26,23154548,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['formalin']
26,23159246,Not PM,,,,,,,,,[]
26,23182986,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,23373092,Not PM,,,,,,,,,[]
26,23469973,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['therapeutics']
26,23489560,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['drugs']
26,23563700,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['ponatinib']
26,23597632,Not PM,,,,,,,,,[]
26,23619603,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['Formalin', 'formalin', 'nicotine']"
26,23806793,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['silver']
26,23872584,Not PM,,,,,,,,,[]
26,23880303,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['therapeutics']
26,23887299,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['color']
26,23913758,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,23930754,Not PM,,,,,,,,,[]
26,23936763,Not PM,,,,,,,,,[]
26,23950152,Not PM,,,,,,,,,[]
26,23993685,Not PM,,,,,,,,,[]
26,24002956,Not PM,,,,,,,,,[]
26,24045665,Not PM,,,,,,,,,[]
26,24063423,Not PM,,,,,,,,,[]
26,24077455,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,24163741,Not PM,,,,,,,,,[]
26,24168499,Not PM,,,,,,,,,[]
26,24183471,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,2420944,Not PM,,,,,,,,,[]
26,24229629,Not PM,,,,,,,,,[]
26,24254179,Not PM,,,,,,,,,[]
26,24258572,Not PM,,,,,,,,,[]
26,24265351,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,24301053,Not PM,,,,,,,,,[]
26,24302556,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['MYC', 'tyrosine']"
26,24345494,Not PM,,,,,,,,,[]
26,24360661,Not PM,,,,,,,,,[]
26,24402502,Not PM,,,,,,,,,[]
26,24416052,Not PM,,,,,,,,,[]
26,24425785,Not PM,,,,,,,,,[]
26,24452392,Not PM,,,,,,,,,[]
26,24501305,Human PM,Exact,Exact,FGFR1 amplification,,,,,Matches,['MYC']
26,24505469,Not PM,,,,,,,,,[]
26,24574775,Not PM,,,,,,,,,[]
26,24584974,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['silver']
26,24657128,Not PM,,,,,,,,,[]
26,24668182,Not PM,,,,,,,,,[]
26,2474683,Not PM,,,,,,,,,[]
26,24762544,Not PM,,,,,,,,,[]
26,24771645,Not PM,,,,,,,,,[]
26,24841458,Not PM,,,,,,,,,[]
26,24853178,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['adjuvant', 'formalin', 'tma']"
26,24854563,Not PM,,,,,,,,,[]
26,24898159,Not PM,,,,,,,,,[]
26,24912489,Not PM,,,,,,,,,[]
26,24939105,Not PM,,,,,,,,,[]
26,24977006,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['prisma']
26,25015643,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,25056374,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,25086725,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,25115383,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['afatinib', 'kinase inhibitor', 'pd173074']"
26,25130969,Not PM,,,,,,,,,[]
26,25145428,Not PM,,,,,,,,,[]
26,25171497,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,25257766,Not PM,,,,,,,,,[]
26,25285888,Not PM,,,,,,,,,[]
26,25332967,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,25348872,Not PM,,,,,,,,,[]
26,25384882,Not PM,,,,,,,,,[]
26,25433983,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,25492085,Not PM,,,,,,,,,[]
26,25519684,Not PM,,,,,,,,,[]
26,25546673,Not PM,,,,,,,,,[]
26,25550886,Not PM,,,,,,,,,[]
26,25566961,Not PM,,,,,,,,,[]
26,25806220,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['tyrosine']
26,25819384,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['carboplatin', 'cisplatin', 'etoposide']"
26,25842168,Not PM,,,,,,,,,[]
26,25868855,Not PM,,,,,,,,,[]
26,25868865,Human PM,Not Disease,Different Variant,FGFR1 amplification,,,,,Not Discussed,['mediated']
26,25902866,Not PM,,,,,,,,,[]
26,25918980,Not PM,,,,,,,,,[]
26,25959741,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['tyrosine']
26,25973127,Not PM,,,,,,,,,[]
26,26015511,Not PM,,,,,,,,,[]
26,26087196,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,['drugs']
26,26088290,Not PM,,,,,,,,,[]
26,26115874,Not PM,,,,,,,,,[]
26,26124566,Not PM,,,,,,,,,[]
26,26130787,Not PM,,,,,,,,,[]
26,26350141,Not PM,,,,,,,,,[]
26,26359452,Not PM,,,,,,,,,[]
26,26362179,Not PM,,,,,,,,,[]
26,26373574,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26416732,Not PM,,,,,,,,,[]
26,26527886,Not PM,,,,,,,,,[]
26,26536195,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26549034,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['tyrosine']
26,26555375,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26571236,Not PM,,,,,,,,,[]
26,26580448,Not PM,,,,,,,,,[]
26,26601054,Not PM,,,,,,,,,[]
26,26629421,Not PM,,,,,,,,,[]
26,26672760,Not PM,,,,,,,,,[]
26,26697198,Not PM,,,,,,,,,[]
26,26712871,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26762307,Not PM,,,,,,,,,[]
26,26782702,Not PM,,,,,,,,,[]
26,26788508,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26793001,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26801869,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,26845137,Not PM,,,,,,,,,[]
26,26916897,Not PM,,,,,,,,,[]
26,26936917,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['azd4547', 'egfr inhibitor', 'fgfr inhibitor azd4547', 'gefitinib']"
26,26936993,Not PM,,,,,,,,,[]
26,26943773,Not PM,,,,,,,,,[]
26,27048951,Not PM,,,,,,,,,[]
26,27126994,Not PM,,,,,,,,,[]
26,27145277,Not PM,,,,,,,,,[]
26,27194548,Not PM,,,,,,,,,[]
26,27270440,Not PM,,,,,,,,,[]
26,27315356,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['Dovitinib', 'dovitinib']"
26,27338794,Not PM,,,,,,,,,[]
26,27425145,Not PM,,,,,,,,,[]
26,27487551,Not PM,,,,,,,,,[]
26,27535980,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,27551478,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['drug', 'tyrosine', 'tyrosine kinase inhibitor']"
26,27581340,Not PM,,,,,,,,,[]
26,27669755,Not PM,,,,,,,,,[]
26,27672042,Not PM,,,,,,,,,[]
26,27728803,Not PM,,,,,,,,,[]
26,27745897,Not PM,,,,,,,,,[]
26,27755816,Not PM,,,,,,,,,[]
26,27760592,Not PM,,,,,,,,,[]
26,27765117,Not PM,,,,,,,,,[]
26,27785367,Not PM,,,,,,,,,[]
26,27794399,Human PM,Exact,Different Variant,FGFR1 amplification,,,,,Not Discussed,"['Arsenic trioxide', 'arsenic trioxide', 'pd173074', 'phosphatidylserine']"
26,27893433,Not PM,,,,,,,,,[]
26,27901003,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,27913776,Not PM,,,,,,,,,[]
26,27956804,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['MYC', 'formalin']"
26,27988457,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['Lucitanib', 'anti-angiogenic agents', 'lucitanib', 'tyrosine']"
26,28004110,Not PM,,,,,,,,,[]
26,28008744,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,['platinum']
26,28088809,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,28107390,Not PM,,,,,,,,,[]
26,28168488,Not PM,,,,,,,,,[]
26,28177873,Not PM,,,,,,,,,[]
26,28183331,Not PM,,,,,,,,,[]
26,28185819,Not PM,,,,,,,,,[]
26,28203297,Not PM,,,,,,,,,[]
26,28205092,Not PM,,,,,,,,,[]
26,28210665,Not PM,,,,,,,,,[]
26,28381415,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['lapatinib', 'pertuzumab', 'trastuzumab']"
26,28415752,Not PM,,,,,,,,,[]
26,28418088,Not PM,,,,,,,,,[]
26,28433771,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,28445992,Not PM,,,,,,,,,[]
26,28460066,Not PM,,,,,,,,,[]
26,28483948,Not PM,,,,,,,,,[]
26,28545562,Not PM,,,,,,,,,[]
26,28548087,Not PM,,,,,,,,,[]
26,28554745,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['basis', 'silver']"
26,28558758,Not PM,,,,,,,,,[]
26,28606453,Not PM,,,,,,,,,[]
26,28611104,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['Cisplatin', 'PDX', 'cisplatin', 'tyrosine']"
26,28615371,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,28630215,Human PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['agent', 'drug', 'tyrosine']"
26,28634123,Not PM,,,,,,,,,[]
26,28676216,Not PM,,,,,,,,,[]
26,28745120,Not PM,,,,,,,,,[]
26,28815764,Not PM,,,,,,,,,[]
26,28879708,Not PM,,,,,,,,,[]
26,28881674,Not PM,,,,,,,,,[]
26,28968756,Human PM,More General,Exact,FGFR1 amplification,,,,,Excludes,"['drugs', 'mediated', 'tyrosine']"
26,29022097,Not PM,,,,,,,,,[]
26,29043755,Not PM,,,,,,,,,[]
26,29123407,Not PM,,,,,,,,,[]
26,29135173,Not PM,,,,,,,,,[]
26,29190880,Animal PM,Exact,Exact,FGFR1 amplification,,,,,Not Discussed,"['dovitinib', 'glucose', 'kinase inhibitor', 'nvp-bgj398']"
26,29212036,Not PM,,,,,,,,,[]
26,29223982,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,"['Pazopanib', 'endocrine therapy', 'pazopanib', 'tyrosine']"
26,29257923,Not PM,,,,,,,,,[]
26,29270870,Human PM,Exact,Exact,FGFR1 amplification,,,,,Matches,['formalin']
26,29416799,Not PM,,,,,,,,,[]
26,29460925,Not PM,,,,,,,,,[]
26,29487225,Not PM,,,,,,,,,[]
26,29520578,Not PM,,,,,,,,,[]
26,29526179,Not PM,,,,,,,,,[]
26,29543828,Not PM,,,,,,,,,[]
26,29553868,Human PM,Not Disease,Exact,FGFR1 amplification,,,,,Not Discussed,[]
26,29573027,Not PM,,,,,,,,,[]
26,29573334,Not PM,,,,,,,,,[]
26,29582277,Not PM,,,,,,,,,[]
26,29618556,Not PM,,,,,,,,,[]
26,29666465,Not PM,,,,,,,,,[]
26,29748524,Not PM,,,,,,,,,[]
26,29792227,Not PM,,,,,,,,,[]
26,29807856,Not PM,,,,,,,,,[]
26,29850361,Not PM,,,,,,,,,[]
26,29858603,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['azd4547', 'azd6244', 'fibroblast growth factor 2']"
26,29862231,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,['tyrosine']
26,30045314,Not PM,,,,,,,,,[]
26,30060526,Not PM,,,,,,,,,[]
26,30111871,Not PM,,,,,,,,,[]
26,3011475,Not PM,,,,,,,,,[]
26,30119151,Not PM,,,,,,,,,[]
26,30167080,Not PM,,,,,,,,,[]
26,30235512,Not PM,,,,,,,,,[]
26,30249744,Not PM,,,,,,,,,[]
26,30257990,Not PM,,,,,,,,,[]
26,30267839,Not PM,,,,,,,,,[]
26,30297175,Human PM,More General,Exact,FGFR1 amplification,,,,,Not Discussed,"['Ponatinib', 'kinase inhibitor', 'ponatinib', 'ponatinib's', 'silver']"
26,30297602,Not PM,,,,,,,,,[]
26,30359238,Not PM,,,,,,,,,[]
26,30515999,Not PM,,,,,,,,,[]
26,30518874,Not PM,,,,,,,,,[]
26,6300497,Not PM,,,,,,,,,[]
26,7419522,Not PM,,,,,,,,,[]
26,7521651,Not PM,,,,,,,,,[]
26,7538933,Not PM,,,,,,,,,[]
26,7721940,Not PM,,,,,,,,,[]
26,7734730,Not PM,,,,,,,,,[]
26,7761103,Not PM,,,,,,,,,[]
26,7830269,Not PM,,,,,,,,,[]
26,7845032,Not PM,,,,,,,,,[]
26,7898940,Not PM,,,,,,,,,[]
26,7900827,Not PM,,,,,,,,,[]
26,9187134,Not PM,,,,,,,,,[]
26,9639385,Not PM,,,,,,,,,[]
26,9691082,Not PM,,,,,,,,,[]
26,9743298,Not PM,,,,,,,,,[]
26,9766892,Not PM,,,,,,,,,[]
26,9880324,Not PM,,,,,,,,,[]
27,10080613,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,10223567,Not PM,,,,,,,,,[]
27,10327061,Human PM,Exact,Different Variant,KRAS (G12C),,,,,Not Discussed,[]
27,10397446,Not PM,,,,,,,,,[]
27,10426799,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,10580029,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,10735505,Not PM,,,,,,,,,[]
27,10741743,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,10788683,Human PM,Exact,Missing Gene,KRAS (G12C),,,,,Not Discussed,[]
27,11208838,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,11577444,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,11689295,Not PM,,,,,,,,,[]
27,11820632,Not PM,,,,,,,,,[]
27,12441277,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,12527710,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,12620973,Not PM,,,,,,,,,[]
27,12775500,Not PM,,,,,,,,,[]
27,12844284,Not PM,,,,,,,,,[]
27,1324792,Not PM,,,,,,,,,[]
27,14511407,Not PM,,,,,,,,,[]
27,14601056,Not PM,,,,,,,,,[]
27,14757533,Not PM,,,,,,,,,[]
27,15583796,Not PM,,,,,,,,,[]
27,15604253,Not PM,,,,,,,,,[]
27,15696205,Human PM,More Specific,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['Iressa', 'erlotinib', 'gefitinib', 'tarceva']"
27,15875089,Not PM,,,,,,,,,[]
27,16004813,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,16043828,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['carboplatin', 'egfr inhibitor', 'erlotinib', 'paclitaxel']"
27,16258266,Not PM,,,,,,,,,[]
27,16482519,Not PM,,,,,,,,,[]
27,1649734,Not PM,,,,,,,,,[]
27,16533793,Not PM,,,,,,,,,[]
27,1654209,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,16756473,Not PM,,,,,,,,,[]
27,16863509,Not PM,,,,,,,,,[]
27,16870043,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,16887233,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,16916990,Not PM,,,,,,,,,[]
27,17060486,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['erlotinib', 'gefitinib']"
27,17184525,Not PM,,,,,,,,,[]
27,17233834,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,17317677,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,['gefitinib']
27,17321325,Not PM,,,,,,,,,[]
27,17449174,Human PM,More General,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,17504988,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,17575133,Not PM,,,,,,,,,[]
27,17671710,Not PM,,,,,,,,,[]
27,17904685,Human PM,More Specific,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,18303429,Human PM,More Specific,Missing Variant,KRAS (G12C),,,,,Not Discussed,['egfr tyrosine kinase inhibitors']
27,18350512,Not PM,,,,,,,,,[]
27,18379349,Not PM,,,,,,,,,[]
27,18413809,Animal PM,More Specific,Missing Variant,KRAS (G12C),,,,,Excludes,[]
27,18549475,Not PM,,,,,,,,,[]
27,18561788,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['angiogenesis inhibitor', 'bevacizumab', 'erlotinib', 'gefitinib']"
27,18565564,Not PM,,,,,,,,,[]
27,19096301,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,19179890,Animal PM,Exact,Missing Variant,KRAS (G12C),,,,,Excludes,"['erlotinib', 'romidepsin']"
27,19349489,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['erlotinib', 'gefitinib']"
27,19359593,Animal PM,More General,Exact,KRAS (G12C),,,,,Excludes,[]
27,19381876,Not PM,,,,,,,,,[]
27,19451690,Animal PM,More Specific,Missing Variant,KRAS (G12C),,,,,Excludes,['dasatinib']
27,19589612,Not PM,,,,,,,,,[]
27,19638574,Not PM,,,,,,,,,[]
27,19671843,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['erlotinib', 'gefitinib']"
27,19680292,Not PM,,,,,,,,,[]
27,19760159,Not PM,,,,,,,,,[]
27,19762526,Not PM,,,,,,,,,[]
27,19787214,Not PM,,,,,,,,,[]
27,19794083,Not PM,,,,,,,,,[]
27,19794967,Not PM,,,,,,,,,[]
27,19854534,Not PM,,,,,,,,,[]
27,19884861,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['docetaxel', 'erlotinib']"
27,20002770,Not PM,,,,,,,,,[]
27,20028932,Not PM,,,,,,,,,[]
27,20034871,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,20034872,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,20108024,Human PM,More Specific,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['egfr tyrosine kinase inhibitors', 'erlotinib', 'gefitinib']"
27,20145159,Human PM,Exact,Missing Variant,KRAS (G12C),,,,,Not Discussed,[]
27,20230995,Not PM,,,,,,,,,[]
27,20388064,Not PM,,,,,,,,,[]
27,20439190,Not PM,,,,,,,,,[]
27,20535960,Human PM,More General,Missing Variant,KRAS (G12C),,,,,Not Discussed,"['bevacizumab', 'cetuximab', 'rituximab']"
27,20630828,Human PM,Exact,Missing Gene,KRAS (G12C),,,,,Not Discussed,[]
27,20681447,Not PM,,,,,,,,,[]
