trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc
34,NCT00913354,Not PM,,,,,,,,
34,NCT00916929,Not PM,,,,,,,,
34,NCT00918125,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT00927732,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT00940199,Not PM,,,,,,,,
34,NCT00952679,Not PM,,,,,,,,
34,NCT00955981,Not PM,,,,,,,,
34,NCT00957736,Not PM,,,,,,,,
34,NCT00970034,Not PM,,,,,,,,
34,NCT00975689,Not PM,,,,,,,,
34,NCT00982397,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT00995332,Not PM,,,,,,,,
34,NCT00999947,Not PM,,,,,,,,
34,NCT01032395,Not PM,,,,,,,,
34,NCT01038960,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01058252,Not PM,,,,,,,,
34,NCT01062451,Not PM,,,,,,,,
34,NCT01069575,Not PM,,,,,,,,
34,NCT01069653,Not PM,,,,,,,,
34,NCT01071148,Not PM,,,,,,,,
34,NCT01073449,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT01090661,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01097330,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01099579,Not PM,,,,,,,,
34,NCT01137097,Not PM,,,,,,,,
34,NCT01137968,Not PM,,,,,,,,
34,NCT01150214,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01162083,Not PM,,,,,,,,
34,NCT01172535,Not PM,,,,,,,,
34,NCT01174160,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01185587,Not PM,,,,,,,,
34,NCT01187862,Not PM,,,,,,,,
34,NCT01191060,Not PM,,,,,,,,
34,NCT01197872,Not PM,,,,,,,,
34,NCT01199302,Not PM,,,,,,,,
34,NCT01204840,Not PM,,,,,,,,
34,NCT01205529,Not PM,,,,,,,,
34,NCT01209494,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT01215110,Not PM,,,,,,,,
34,NCT01215253,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01215851,Not PM,,,,,,,,
34,NCT01219517,Not PM,,,,,,,,
34,NCT01223092,Not PM,,,,,,,,
34,NCT01245309,Not PM,,,,,,,,
34,NCT01251796,Not PM,,,,,,,,
34,NCT01295333,Not PM,,,,,,,,
34,NCT01314963,Not PM,,,,,,,,
34,NCT01328106,Not PM,,,,,,,,
34,NCT01353729,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01362257,Not PM,,,,,,,,
34,NCT01385618,Not PM,,,,,,,,
34,NCT01404858,Not PM,,,,,,,,
34,NCT01406223,Not PM,,,,,,,,
34,NCT01407432,Not PM,,,,,,,,
34,NCT01417429,Not PM,,,,,,,,
34,NCT01427881,Not PM,,,,,,,,
34,NCT01440335,Not PM,,,,,,,,
34,NCT01449188,Not PM,,,,,,,,
34,NCT01476514,Not PM,,,,,,,,
34,NCT01484977,Not PM,,,,,,,,
34,NCT01494636,Not PM,,,,,,,,
34,NCT01501214,Not PM,,,,,,,,
34,NCT01501487,Not PM,,,,,,,,
34,NCT01522651,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01528657,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01531231,Not PM,,,,,,,,
34,NCT01533155,Not PM,,,,,,,,
34,NCT01538238,Not PM,,,,,,,,
34,NCT01538719,Not PM,,,,,,,,
34,NCT01543750,Not PM,,,,,,,,
34,NCT01548768,Not PM,,,,,,,,
34,NCT01558193,Not PM,,,,,,,,
34,NCT01558934,Not PM,,,,,,,,
34,NCT01570569,Not PM,,,,,,,,
34,NCT01587716,Not PM,,,,,,,,
34,NCT01642485,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01648205,Human PM,Not Disease,Exact,SCN5A,,,,,Matches
34,NCT01669083,Not PM,,,,,,,,
34,NCT01680965,Not PM,,,,,,,,
34,NCT01682915,Not PM,,,,,,,,
34,NCT01688466,Not PM,,,,,,,,
34,NCT01717404,Human PM,Not Disease,Exact,SCN5A,,,,,Matches
34,NCT01717898,Not PM,,,,,,,,
34,NCT01718210,Not PM,,,,,,,,
34,NCT01728025,Human PM,Not Disease,Exact,SCN5A,,,,,Matches
34,NCT01798862,Not PM,,,,,,,,
34,NCT01803399,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT01804777,Not PM,,,,,,,,
34,NCT01831232,Not PM,,,,,,,,
34,NCT01835314,Not PM,,,,,,,,
34,NCT01857856,Not PM,,,,,,,,
34,NCT01865981,Not PM,,,,,,,,
34,NCT01876641,Not PM,,,,,,,,
34,NCT01890421,Not PM,,,,,,,,
34,NCT01915771,Not PM,,,,,,,,
34,NCT01936480,Not PM,,,,,,,,
34,NCT01955564,Not PM,,,,,,,,
34,NCT01991301,Not PM,,,,,,,,
34,NCT01999751,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02000453,Not PM,,,,,,,,
34,NCT02004275,Not PM,,,,,,,,
34,NCT02014961,Human PM,Exact,Exact,SCN5A,,,,,Matches
34,NCT02018497,Not PM,,,,,,,,
34,NCT02020889,Not PM,,,,,,,,
34,NCT02021370,Not PM,,,,,,,,
34,NCT02025465,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02036086,Not PM,,,,,,,,
34,NCT02040233,Not PM,,,,,,,,
34,NCT02041429,Not PM,,,,,,,,
34,NCT02043522,Not PM,,,,,,,,
34,NCT02052765,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02055638,Not PM,,,,,,,,
34,NCT02068820,Not PM,,,,,,,,
34,NCT02076633,Not PM,,,,,,,,
34,NCT02093858,Not PM,,,,,,,,
34,NCT02097810,Not PM,,,,,,,,
34,NCT02119091,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02131558,Not PM,,,,,,,,
34,NCT02148926,Not PM,,,,,,,,
34,NCT02157857,Not PM,,,,,,,,
34,NCT02158728,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02162992,Not PM,,,,,,,,
34,NCT02164721,Not PM,,,,,,,,
34,NCT02167165,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02170961,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02174263,Not PM,,,,,,,,
34,NCT02184195,Not PM,,,,,,,,
34,NCT02186704,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02215707,Not PM,,,,,,,,
34,NCT02217930,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02242292,Not PM,,,,,,,,
34,NCT02275533,Not PM,,,,,,,,
34,NCT02294929,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02296190,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02302274,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02316834,Not PM,,,,,,,,
34,NCT02317016,Not PM,,,,,,,,
34,NCT02317718,Not PM,,,,,,,,
34,NCT02321748,Not PM,,,,,,,,
34,NCT02325778,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02329197,Not PM,,,,,,,,
34,NCT02333669,Not PM,,,,,,,,
34,NCT02333799,Not PM,,,,,,,,
34,NCT02344277,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02346097,Human PM,More General,Missing Gene,SCN5A,,,,,Excludes
34,NCT02355106,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02373306,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT02390596,Not PM,,,,,,,,
34,NCT02412709,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Excludes
34,NCT02412904,Not PM,,,,,,,,
34,NCT02413450,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02424474,Not PM,,,,,,,,
34,NCT02450552,Not PM,,,,,,,,
34,NCT02459743,Not PM,,,,,,,,
34,NCT02478138,Not PM,,,,,,,,
34,NCT02479997,Not PM,,,,,,,,
34,NCT02491359,Not PM,,,,,,,,
34,NCT02494063,Not PM,,,,,,,,
34,NCT02496663,Not PM,,,,,,,,
34,NCT02503722,Not PM,,,,,,,,
34,NCT02509559,Not PM,,,,,,,,
34,NCT02523144,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Excludes
34,NCT02543775,Not PM,,,,,,,,
34,NCT02564276,Not PM,,,,,,,,
34,NCT02599714,Not PM,,,,,,,,
34,NCT02604199,Not PM,,,,,,,,
34,NCT02636010,Not PM,,,,,,,,
34,NCT02641431,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02652546,Not PM,,,,,,,,
34,NCT02661594,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02673450,Not PM,,,,,,,,
34,NCT02689206,Not PM,,,,,,,,
34,NCT02704416,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02720861,Not PM,,,,,,,,
34,NCT02725632,Not PM,,,,,,,,
34,NCT02738749,Human PM,Not Disease,Exact,SCN5A,,,,,Matches
34,NCT02748278,Not PM,,,,,,,,
34,NCT02759835,Not PM,,,,,,,,
34,NCT02762123,Not PM,,,,,,,,
34,NCT02767934,Not PM,,,,,,,,
34,NCT02771925,Not PM,,,,,,,,
34,NCT02797522,Not PM,,,,,,,,
34,NCT02819102,Not PM,,,,,,,,
34,NCT02827500,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02836431,Not PM,,,,,,,,
34,NCT02843035,Not PM,,,,,,,,
34,NCT02845531,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT02852018,Not PM,,,,,,,,
34,NCT02876380,Human PM,Not Disease,Exact,SCN5A,,,,,Matches
34,NCT02881255,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02881671,Not PM,,,,,,,,
34,NCT02896608,Not PM,,,,,,,,
34,NCT02906644,Not PM,,,,,,,,
34,NCT02933437,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT02947685,Not PM,,,,,,,,
34,NCT02971501,Not PM,,,,,,,,
34,NCT02981914,Not PM,,,,,,,,
34,NCT03000686,Not PM,,,,,,,,
34,NCT03066661,Not PM,,,,,,,,
34,NCT03077009,Not PM,,,,,,,,
34,NCT03079414,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT03091478,Not PM,,,,,,,,
34,NCT03093116,Not PM,,,,,,,,
34,NCT03109093,Not PM,,,,,,,,
34,NCT03128580,Not PM,,,,,,,,
34,NCT03155087,Not PM,,,,,,,,
34,NCT03163862,Not PM,,,,,,,,
34,NCT03176485,Not PM,,,,,,,,
34,NCT03177018,Not PM,,,,,,,,
34,NCT03178591,Not PM,,,,,,,,
34,NCT03186040,Not PM,,,,,,,,
34,NCT03192709,Not PM,,,,,,,,
34,NCT03208595,Not PM,,,,,,,,
34,NCT03252834,Not PM,,,,,,,,
34,NCT03271619,Not PM,,,,,,,,
34,NCT03294278,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT03298633,Not PM,,,,,,,,
34,NCT03305744,Not PM,,,,,,,,
34,NCT03313882,Not PM,,,,,,,,
34,NCT03333824,Not PM,,,,,,,,
34,NCT03371979,Not PM,,,,,,,,
34,NCT03383848,Not PM,,,,,,,,
34,NCT03387280,Not PM,,,,,,,,
34,NCT03394404,Not PM,,,,,,,,
34,NCT03426228,Not PM,,,,,,,,
34,NCT03433469,Not PM,,,,,,,,
34,NCT03435393,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT03465995,Not PM,,,,,,,,
34,NCT03466229,Not PM,,,,,,,,
34,NCT03478917,Not PM,,,,,,,,
34,NCT03485508,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT03491475,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT03494231,Not PM,,,,,,,,
34,NCT03513913,Not PM,,,,,,,,
34,NCT03524079,Human PM,Exact,Missing Gene,SCN5A,,,,,Matches
34,NCT03564158,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT03564925,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT03572881,Human PM,More Specific,Missing Gene,SCN5A,,,,,Matches
34,NCT03573869,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT03575962,Not PM,,,,,,,,
34,NCT03579303,Not PM,,,,,,,,
34,NCT03586453,Not PM,,,,,,,,
34,NCT03623737,Not PM,,,,,,,,
34,NCT03636100,Not PM,,,,,,,,
34,NCT03637777,Not PM,,,,,,,,
34,NCT03638609,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT03663868,Not PM,,,,,,,,
34,NCT03673787,Not PM,,,,,,,,
34,NCT03694912,Not PM,,,,,,,,
34,NCT03702036,Not PM,,,,,,,,
34,NCT03710785,Not PM,,,,,,,,
34,NCT03717441,Not PM,,,,,,,,
34,NCT03717909,Not PM,,,,,,,,
34,NCT03736421,Not PM,,,,,,,,
34,NCT03737955,Not PM,,,,,,,,
34,NCT03764592,Human PM,More Specific,Missing Gene,SCN5A,,,,,Matches
34,NCT03794297,Not PM,,,,,,,,
34,NCT03797534,Not PM,,,,,,,,
34,NCT03831932,Not PM,,,,,,,,
34,NCT03836729,Not PM,,,,,,,,
34,NCT03845010,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Excludes
34,NCT03855540,Not PM,,,,,,,,
34,NCT03855826,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Matches
34,NCT03857451,Not PM,,,,,,,,
34,NCT03872713,Not PM,,,,,,,,
34,NCT03896516,Not PM,,,,,,,,
34,NCT03898037,Not PM,,,,,,,,
34,NCT03900208,Not PM,,,,,,,,
34,NCT03900884,Not PM,,,,,,,,
34,NCT03923725,Not PM,,,,,,,,
34,NCT03932604,Human PM,More General,Missing Gene,SCN5A,,,,,Matches
34,NCT03947385,Not PM,,,,,,,,
34,NCT03951402,Human PM,Not Disease,Missing Gene,SCN5A,,,,,Excludes
35,NCT00001204,Not PM,,,,,,,,
35,NCT00005136,Not PM,,,,,,,,
35,NCT00038818,Not PM,,,,,,,,
35,NCT00079846,Not PM,,,,,,,,
35,NCT00092833,Not PM,,,,,,,,
35,NCT00171236,Not PM,,,,,,,,
35,NCT00202904,Not PM,,,,,,,,
35,NCT00214786,Not PM,,,,,,,,
35,NCT00238004,Not PM,,,,,,,,
35,NCT00240357,Not PM,,,,,,,,
35,NCT00249912,Not PM,,,,,,,,
35,NCT00281008,Not PM,,,,,,,,
35,NCT00309777,Not PM,,,,,,,,
35,NCT00362180,Not PM,,,,,,,,
35,NCT00422006,Human PM,Not Disease,Exact,PCSK9,,,,,Matches
35,NCT00439582,Not PM,,,,,,,,
35,NCT00442182,Not PM,,,,,,,,
35,NCT00465751,Not PM,,,,,,,,
35,NCT00475826,Not PM,,,,,,,,
35,NCT00479999,Not PM,,,,,,,,
35,NCT00497055,Not PM,,,,,,,,
35,NCT00498381,Not PM,,,,,,,,
35,NCT00503035,Not PM,,,,,,,,
35,NCT00513474,Not PM,,,,,,,,
35,NCT00515307,Not PM,,,,,,,,
35,NCT00515892,Not PM,,,,,,,,
35,NCT00532558,Not PM,,,,,,,,
35,NCT00558935,Not PM,,,,,,,,
35,NCT00589563,Not PM,,,,,,,,
35,NCT00607373,Not PM,,,,,,,,
35,NCT00653523,Not PM,,,,,,,,
35,NCT00704444,Not PM,,,,,,,,
35,NCT00706849,Not PM,,,,,,,,
35,NCT00707746,Not PM,,,,,,,,
35,NCT00720629,Not PM,,,,,,,,
35,NCT00730236,Not PM,,,,,,,,
35,NCT00769483,Not PM,,,,,,,,
35,NCT00847782,Not PM,,,,,,,,
35,NCT00848276,Not PM,,,,,,,,
35,NCT00859586,Not PM,,,,,,,,
35,NCT00867165,Not PM,,,,,,,,
35,NCT00891306,Not PM,,,,,,,,
35,NCT00935259,Not PM,,,,,,,,
35,NCT00943306,Not PM,,,,,,,,
35,NCT01044745,Not PM,,,,,,,,
35,NCT01051115,Not PM,,,,,,,,
35,NCT01082562,Not PM,,,,,,,,
35,NCT01090050,Not PM,,,,,,,,
35,NCT01098877,Not PM,,,,,,,,
35,NCT01109706,Human PM,Not Disease,Exact,PCSK9,,,,,Matches
35,NCT01133522,Not PM,,,,,,,,
35,NCT01252524,Not PM,,,,,,,,
35,NCT01266876,Not PM,,,,,,,,
35,NCT01279590,Not PM,,,,,,,,
35,NCT01288469,Not PM,,,,,,,,
35,NCT01326520,Not PM,,,,,,,,
35,NCT01350960,Not PM,,,,,,,,
35,NCT01375751,Human PM,Exact,Exact,PCSK9,,,,,Matches
35,NCT01375777,Human PM,More General,Exact,PCSK9,,,,,Matches
35,NCT01380730,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01419509,Not PM,,,,,,,,
35,NCT01492361,Not PM,,,,,,,,
35,NCT01507831,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01516879,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01544751,Not PM,,,,,,,,
35,NCT01558193,Not PM,,,,,,,,
35,NCT01574417,Not PM,,,,,,,,
35,NCT01583647,Not PM,,,,,,,,
35,NCT01588496,Human PM,Exact,Exact,PCSK9,,,,,Matches
35,NCT01604824,Human PM,More General,Exact,PCSK9,,,,,Matches
35,NCT01617655,Human PM,Exact,Missing Gene,PCSK9,,,,,Matches
35,NCT01623115,Human PM,Exact,Missing Gene,PCSK9,,,,,Matches
35,NCT01624142,Human PM,More Specific,Exact,PCSK9,,,,,Matches
35,NCT01644188,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01644474,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT01670734,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01723735,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01730040,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01763905,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01763918,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT01770210,Not PM,,,,,,,,
35,NCT01784536,Not PM,,,,,,,,
35,NCT01784952,Not PM,,,,,,,,
35,NCT01806441,Not PM,,,,,,,,
35,NCT01812707,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01816880,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Excludes
35,NCT01824238,Not PM,,,,,,,,
35,NCT01849068,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT01878604,Not PM,,,,,,,,
35,NCT01890889,Not PM,,,,,,,,
35,NCT01890967,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01922583,Not PM,,,,,,,,
35,NCT01954043,Not PM,,,,,,,,
35,NCT01959971,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01968980,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT01975376,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01975389,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT01987518,Not PM,,,,,,,,
35,NCT01991301,Not PM,,,,,,,,
35,NCT02010970,Not PM,,,,,,,,
35,NCT02013713,Not PM,,,,,,,,
35,NCT02041429,Not PM,,,,,,,,
35,NCT02068872,Not PM,,,,,,,,
35,NCT02081066,Not PM,,,,,,,,
35,NCT02093858,Not PM,,,,,,,,
35,NCT02107898,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT02157883,Not PM,,,,,,,,
35,NCT02158351,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT02170961,Not PM,,,,,,,,
35,NCT02208869,Human PM,Exact,Exact,PCSK9,,,,,Matches
35,NCT02211079,Not PM,,,,,,,,
35,NCT02211209,Not PM,,,,,,,,
35,NCT02220777,Not PM,,,,,,,,
35,NCT02225340,Human PM,Exact,Exact,PCSK9,,,,,Matches
35,NCT02226198,Not PM,,,,,,,,
35,NCT02260648,Not PM,,,,,,,,
35,NCT02262897,Not PM,,,,,,,,
35,NCT02275156,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT02281760,Not PM,,,,,,,,
35,NCT02285530,Not PM,,,,,,,,
35,NCT02314442,Not PM,,,,,,,,
35,NCT02326220,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT02327039,Not PM,,,,,,,,
35,NCT02345421,Not PM,,,,,,,,
35,NCT02354079,Not PM,,,,,,,,
35,NCT02374047,Not PM,,,,,,,,
35,NCT02374489,Not PM,,,,,,,,
35,NCT02392559,Not PM,,,,,,,,
35,NCT02402595,Not PM,,,,,,,,
35,NCT02489253,Not PM,,,,,,,,
35,NCT02491359,Not PM,,,,,,,,
35,NCT02517359,Not PM,,,,,,,,
35,NCT02517944,Human PM,Exact,Exact,PCSK9,,,,,Excludes
35,NCT02541201,Not PM,,,,,,,,
35,NCT02584504,Not PM,,,,,,,,
35,NCT02585895,Not PM,,,,,,,,
35,NCT02593487,Not PM,,,,,,,,
35,NCT02597127,Human PM,Exact,Missing Gene,PCSK9,,,,,Matches
35,NCT02624869,Not PM,,,,,,,,
35,NCT02634580,Not PM,,,,,,,,
35,NCT02651675,Not PM,,,,,,,,
35,NCT02674659,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT02693548,Not PM,,,,,,,,
35,NCT02722408,Not PM,,,,,,,,
35,NCT02729025,Human PM,More General,Missing Gene,PCSK9,,,,,Excludes
35,NCT02770131,Not PM,,,,,,,,
35,NCT02778646,Not PM,,,,,,,,
35,NCT02779530,Not PM,,,,,,,,
35,NCT02865694,Not PM,,,,,,,,
35,NCT02870660,Not PM,,,,,,,,
35,NCT02889614,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT02927340,Not PM,,,,,,,,
35,NCT02938949,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT02944383,Not PM,,,,,,,,
35,NCT02947334,Not PM,,,,,,,,
35,NCT02957604,Not PM,,,,,,,,
35,NCT02963311,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT02976818,Not PM,,,,,,,,
35,NCT02977065,Not PM,,,,,,,,
35,NCT02981914,Not PM,,,,,,,,
35,NCT03000686,Not PM,,,,,,,,
35,NCT03011463,Not PM,,,,,,,,
35,NCT03051360,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03058419,Not PM,,,,,,,,
35,NCT03060577,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03066661,Not PM,,,,,,,,
35,NCT03067844,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03073863,Not PM,,,,,,,,
35,NCT03093116,Not PM,,,,,,,,
35,NCT03109067,Not PM,,,,,,,,
35,NCT03110432,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03126981,Not PM,,,,,,,,
35,NCT03131934,Not PM,,,,,,,,
35,NCT03135184,Not PM,,,,,,,,
35,NCT03148275,Not PM,,,,,,,,
35,NCT03152656,Human PM,More General,Exact,PCSK9,,,,,Matches
35,NCT03155087,Not PM,,,,,,,,
35,NCT03156621,Human PM,More Specific,Exact,PCSK9,,,,,Matches
35,NCT03173235,Not PM,,,,,,,,
35,NCT03175367,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03193047,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03198897,Not PM,,,,,,,,
35,NCT03234127,Not PM,,,,,,,,
35,NCT03253432,Not PM,,,,,,,,
35,NCT03287609,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03322449,Not PM,,,,,,,,
35,NCT03331666,Human PM,Exact,Missing Gene,PCSK9,,,,,Matches
35,NCT03344692,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03366688,Human PM,More General,Exact,PCSK9,,,,,Matches
35,NCT03375437,Not PM,,,,,,,,
35,NCT03379558,Human PM,Exact,Missing Gene,PCSK9,,,,,Matches
35,NCT03397121,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT03403374,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT03409744,Not PM,,,,,,,,
35,NCT03415178,Not PM,,,,,,,,
35,NCT03417765,Not PM,,,,,,,,
35,NCT03427710,Not PM,,,,,,,,
35,NCT03429998,Not PM,,,,,,,,
35,NCT03452228,Not PM,,,,,,,,
35,NCT03452787,Not PM,,,,,,,,
35,NCT03455777,Human PM,More Specific,Exact,PCSK9,,,,,Matches
35,NCT03470376,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03500302,Human PM,Not Disease,Exact,PCSK9,,,,,Matches
35,NCT03515304,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03549260,Not PM,,,,,,,,
35,NCT03559309,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03570125,Not PM,,,,,,,,
35,NCT03604016,Not PM,,,,,,,,
35,NCT03626831,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Excludes
35,NCT03640234,Not PM,,,,,,,,
35,NCT03642860,Not PM,,,,,,,,
35,NCT03651518,Not PM,,,,,,,,
35,NCT03676504,Not PM,,,,,,,,
35,NCT03689946,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03696940,Not PM,,,,,,,,
35,NCT03718286,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03768427,Not PM,,,,,,,,
35,NCT03783273,Not PM,,,,,,,,
35,NCT03791593,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03794297,Not PM,,,,,,,,
35,NCT03797534,Not PM,,,,,,,,
35,NCT03811223,Not PM,,,,,,,,
35,NCT03815812,Human PM,More General,Missing Gene,PCSK9,,,,,Matches
35,NCT03828877,Not PM,,,,,,,,
35,NCT03829046,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03851705,Human PM,Exact,Missing Gene,PCSK9,,,,,Matches
35,NCT03857256,Not PM,,,,,,,,
35,NCT03858491,Not PM,,,,,,,,
35,NCT03869073,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03882177,Not PM,,,,,,,,
35,NCT03889314,Not PM,,,,,,,,
35,NCT03895580,Not PM,,,,,,,,
35,NCT03898609,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
35,NCT03913364,Not PM,,,,,,,,
35,NCT03933293,Human PM,More Specific,Missing Gene,PCSK9,,,,,Matches
35,NCT03944577,Human PM,Not Disease,Missing Gene,PCSK9,,,,,Matches
36,NCT00001161,Not PM,,,,,,,,
36,NCT00001204,Not PM,,,,,,,,
36,NCT00001440,Not PM,,,,,,,,
36,NCT00001468,Not PM,,,,,,,,
36,NCT00001845,Not PM,,,,,,,,
36,NCT00001878,Not PM,,,,,,,,
36,NCT00001953,Not PM,,,,,,,,
36,NCT00002805,Not PM,,,,,,,,
36,NCT00003147,Human PM,Not Disease,Exact,TP53,,,,,Excludes
36,NCT00004078,Not PM,,,,,,,,
36,NCT00004218,Human PM,Not Disease,Exact,TP53,,,,,Matches
36,NCT00004862,Human PM,Not Disease,Exact,TP53,,,,,Excludes
36,NCT00005047,Human PM,Not Disease,Exact,TP53,,,,,Matches
